method,architecture_id,training_seed,context_seed,region_id,region,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
Density-guided CNP (ours),cell17,2,105,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.600433041040089,2.9443951839283935
Density-guided CNP (ours),cell17,2,105,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.243825635937519,5.913578499439671
Density-guided CNP (ours),cell17,2,105,SE,Tl-208 SE 2103 keV,6,0,2023,3.332735794449096,4.558252003676969
Density-guided CNP (ours),cell17,2,105,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0334486111601007,3.6390865827329506
Density-guided CNP (ours),cell17,2,105,FE,Tl-208 FE 2614 keV,5,1,8709,4.2933871892855064,5.486606829193089
Density-guided CNP (ours),cell17,2,105,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.47440612587544,16.22452782047144
Density-guided CNP (ours),cell17,2,106,full,Full 500-3000 keV,442,58,114299,4.441256542228718,5.800840940204417
Density-guided CNP (ours),cell17,2,106,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8023888424449455,3.5387392463106613
Density-guided CNP (ours),cell17,2,106,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.6102828795165336,2.969181240150043
Density-guided CNP (ours),cell17,2,106,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.232494905382256,5.900458283468538
Density-guided CNP (ours),cell17,2,106,SE,Tl-208 SE 2103 keV,6,0,2023,3.3302365560467666,4.543834419871157
Density-guided CNP (ours),cell17,2,106,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.029106376689894,3.629474357635909
Density-guided CNP (ours),cell17,2,106,FE,Tl-208 FE 2614 keV,5,1,8709,4.268641881133853,5.513911526244695
Density-guided CNP (ours),cell17,2,106,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,11.341670851628214,14.808544696857268
Density-guided CNP (ours),cell17,2,107,full,Full 500-3000 keV,442,58,114299,4.439562687464471,5.791160562055491
Density-guided CNP (ours),cell17,2,107,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.7981097295978974,3.514535702078468
Density-guided CNP (ours),cell17,2,107,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.599709834402861,2.938066491723293
Density-guided CNP (ours),cell17,2,107,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.253684751633501,5.9244723562712736
Density-guided CNP (ours),cell17,2,107,SE,Tl-208 SE 2103 keV,6,0,2023,3.330149362084547,4.532628900270751
Density-guided CNP (ours),cell17,2,107,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0608824782294075,3.6925769405231055
Density-guided CNP (ours),cell17,2,107,FE,Tl-208 FE 2614 keV,5,1,8709,4.3175262132253485,5.728057704250057
Density-guided CNP (ours),cell17,2,107,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,11.683403122182492,14.841050162855671
Density-guided CNP (ours),cell17,2,108,full,Full 500-3000 keV,442,58,114299,4.4474259418398905,5.821949912721889
Density-guided CNP (ours),cell17,2,108,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.799134340799479,3.477323830716863
Density-guided CNP (ours),cell17,2,108,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.5595415967681614,2.874739312523173
Density-guided CNP (ours),cell17,2,108,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.182263203286429,5.849298208922506
Density-guided CNP (ours),cell17,2,108,SE,Tl-208 SE 2103 keV,6,0,2023,3.3184819825420937,4.490426603522747
Density-guided CNP (ours),cell17,2,108,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0847484730393746,3.731202821936177
Density-guided CNP (ours),cell17,2,108,FE,Tl-208 FE 2614 keV,5,1,8709,4.369314251438939,5.793532780688978
Density-guided CNP (ours),cell17,2,108,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,11.748443589833544,15.168817056929484
Density-guided CNP (ours),cell17,2,109,full,Full 500-3000 keV,442,58,114299,4.516234830582248,5.9925953575559605
Density-guided CNP (ours),cell17,2,109,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.804903332517146,3.531227342357146
Density-guided CNP (ours),cell17,2,109,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.6002688827042846,2.9431490505396556
Density-guided CNP (ours),cell17,2,109,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.221274178495569,5.888717212348837
Density-guided CNP (ours),cell17,2,109,SE,Tl-208 SE 2103 keV,6,0,2023,3.3204458388732214,4.500743662487437
Density-guided CNP (ours),cell17,2,109,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0410368385646027,3.6522431215228335
Density-guided CNP (ours),cell17,2,109,FE,Tl-208 FE 2614 keV,5,1,8709,4.237547377701691,5.527767435273513
Density-guided CNP (ours),cell17,2,109,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,14.463964060788925,17.36198755220353
