method,architecture_id,training_budget,training_seed,context_seed,context_size,region_id,region,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
Attentive CNP,m1,5000,2,101,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.265031606605926,6.067666417940561
Attentive CNP,m1,5000,2,101,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.802545718863698,7.195912546245744
Attentive CNP,m1,5000,2,101,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.75276977140661,16.438356806081217
Attentive CNP,m1,5000,2,102,500,full,Full 500-3000 keV,442,58,114299,5.876475298067367,8.115747400678295
Attentive CNP,m1,5000,2,102,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.501461712334317,10.056428398639325
Attentive CNP,m1,5000,2,102,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.02815135916075,13.56787417065173
Attentive CNP,m1,5000,2,102,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.2415619025279465,6.127068481197889
Attentive CNP,m1,5000,2,102,500,SE,Tl-208 SE 2103 keV,6,0,2023,12.486076141358735,16.567274354150044
Attentive CNP,m1,5000,2,102,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.207510104402468,6.011269259923661
Attentive CNP,m1,5000,2,102,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.896898316011534,7.285056585908581
Attentive CNP,m1,5000,2,102,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.814618001306165,16.502350154132255
Attentive CNP,m1,5000,2,103,500,full,Full 500-3000 keV,442,58,114299,5.83040315333843,8.059117887880086
Attentive CNP,m1,5000,2,103,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.501753368320523,10.187782591044211
Attentive CNP,m1,5000,2,103,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.889962181604238,13.369510221416178
Attentive CNP,m1,5000,2,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.05535619243433,5.903880566693095
Attentive CNP,m1,5000,2,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,12.154155421033591,16.31853542276594
Attentive CNP,m1,5000,2,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.392065665988275,6.188087755028168
Attentive CNP,m1,5000,2,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.908124105655597,7.296519991073986
Attentive CNP,m1,5000,2,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.886064013802606,16.575407176250632
Attentive CNP,m1,5000,2,104,500,full,Full 500-3000 keV,442,58,114299,5.839394323003219,8.069027348810117
Attentive CNP,m1,5000,2,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.501871440895131,10.151842781793729
Attentive CNP,m1,5000,2,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.92586144123309,13.41969353042761
Attentive CNP,m1,5000,2,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.098342566606058,5.9575714206009165
Attentive CNP,m1,5000,2,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,12.233502732318707,16.37780529477592
Attentive CNP,m1,5000,2,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.351794393295846,6.149485800268454
Attentive CNP,m1,5000,2,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.875432901496314,7.266147342776834
Attentive CNP,m1,5000,2,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.847284591763582,16.53548627117603
Attentive CNP,m1,5000,2,105,500,full,Full 500-3000 keV,442,58,114299,5.84582689150036,8.083741350004678
Attentive CNP,m1,5000,2,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.501785756349133,10.163340841716547
Attentive CNP,m1,5000,2,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.91332208340869,13.402622808052525
Attentive CNP,m1,5000,2,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.083241836654575,5.938747759709775
Attentive CNP,m1,5000,2,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,12.209189033772464,16.359750802415608
Attentive CNP,m1,5000,2,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.349153585136889,6.145134564076833
Attentive CNP,m1,5000,2,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.983533144704649,7.3684099348272785
Attentive CNP,m1,5000,2,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.935119168839037,16.62648989157052
Attentive CNP,m1,5000,2,106,500,full,Full 500-3000 keV,442,58,114299,5.846818088963425,8.080733548316331
Attentive CNP,m1,5000,2,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.502106063836467,10.14132412855147
Attentive CNP,m1,5000,2,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.936242931980598,13.435566357399415
Attentive CNP,m1,5000,2,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.112097632178195,5.97485403246715
Attentive CNP,m1,5000,2,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,12.26147468704093,16.398956348407676
Attentive CNP,m1,5000,2,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.33016531469549,6.12798360621134
Attentive CNP,m1,5000,2,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.914802110364536,7.30275507051845
Attentive CNP,m1,5000,2,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.867652755975723,16.556579484291852
Attentive CNP,m1,5000,2,107,500,full,Full 500-3000 keV,442,58,114299,5.838217764677629,8.067787468843116
Attentive CNP,m1,5000,2,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.502658733602456,10.156589294803936
Attentive CNP,m1,5000,2,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.92090677976717,13.412760432081045
Attentive CNP,m1,5000,2,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.093748766996115,5.95184253947903
Attentive CNP,m1,5000,2,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,12.22576999504203,16.372031493175772
Attentive CNP,m1,5000,2,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.356282505454017,6.153866367547138
Attentive CNP,m1,5000,2,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.883313010727512,7.272908871228689
Attentive CNP,m1,5000,2,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.851787612589257,16.540347952641625
Attentive CNP,m1,5000,2,108,500,full,Full 500-3000 keV,442,58,114299,5.830115720755039,8.051717429191406
Attentive CNP,m1,5000,2,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.50225688570477,10.151510266078425
Attentive CNP,m1,5000,2,108,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.926443233463258,13.420886259099596
Attentive CNP,m1,5000,2,108,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.102598717703518,5.963147203669612
Attentive CNP,m1,5000,2,108,500,SE,Tl-208 SE 2103 keV,6,0,2023,12.240122553877848,16.382814497440027
Attentive CNP,m1,5000,2,108,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.362382613910712,6.161489836215501
Attentive CNP,m1,5000,2,108,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.786175588546787,7.1809231960595215
Attentive CNP,m1,5000,2,108,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.770872354024727,16.45694389458067
Attentive CNP,m1,5000,2,109,500,full,Full 500-3000 keV,442,58,114299,5.859207187092919,8.099459623992972
Attentive CNP,m1,5000,2,109,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.501198845906836,10.116361513216349
Attentive CNP,m1,5000,2,109,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.962557848017651,13.471836121205937
Attentive CNP,m1,5000,2,109,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.1443261148392745,6.014998646152575
Attentive CNP,m1,5000,2,109,500,SE,Tl-208 SE 2103 keV,6,0,2023,12.322193414886064,16.44426640447572
Attentive CNP,m1,5000,2,109,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.290005251844447,6.088640018930251
Attentive CNP,m1,5000,2,109,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.957766923624796,7.343807537945652
Attentive CNP,m1,5000,2,109,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.893936045811044,16.5848916349076
Attentive CNP + PE,m2,5000,0,100,500,full,Full 500-3000 keV,442,58,114299,13.525834475350049,16.61914937690944
Attentive CNP + PE,m2,5000,0,100,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,13.479655176223648,15.651843265292326
Attentive CNP + PE,m2,5000,0,100,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.54747527413689,22.614414497134007
Attentive CNP + PE,m2,5000,0,100,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.65975171478055,17.505792861201748
Attentive CNP + PE,m2,5000,0,100,500,SE,Tl-208 SE 2103 keV,6,0,2023,8.0056338377288,9.370587944882693
Attentive CNP + PE,m2,5000,0,100,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.737823487912534,15.322777849721762
Attentive CNP + PE,m2,5000,0,100,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.917800394914158,11.624913878543627
Attentive CNP + PE,m2,5000,0,100,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.92820882119504,26.53234626845158
Attentive CNP + PE,m2,5000,0,101,500,full,Full 500-3000 keV,442,58,114299,13.427087882334154,16.63612184974431
Attentive CNP + PE,m2,5000,0,101,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.972511060343711,14.988986943367118
Attentive CNP + PE,m2,5000,0,101,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.45726066591091,22.653986554920895
Attentive CNP + PE,m2,5000,0,101,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.871072984259667,17.764231240489735
Attentive CNP + PE,m2,5000,0,101,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.834622699573342,9.42074389395837
Attentive CNP + PE,m2,5000,0,101,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.288978839229383,14.757656373306407
Attentive CNP + PE,m2,5000,0,101,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.696096149721445,12.576706592712167
Attentive CNP + PE,m2,5000,0,101,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.55842457139026,27.304534709559032
Attentive CNP + PE,m2,5000,0,102,500,full,Full 500-3000 keV,442,58,114299,13.63075334037696,16.84625998274584
Attentive CNP + PE,m2,5000,0,102,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,12.735821101520294,15.565037911595587
Attentive CNP + PE,m2,5000,0,102,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.428401577711117,23.084025265855537
Attentive CNP + PE,m2,5000,0,102,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,15.144024673409945,18.057971546337797
Attentive CNP + PE,m2,5000,0,102,500,SE,Tl-208 SE 2103 keV,6,0,2023,8.071088618639513,9.699571262144566
Attentive CNP + PE,m2,5000,0,102,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.434150587821291,14.978490164255339
Attentive CNP + PE,m2,5000,0,102,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.939220200679024,11.457315284109368
Attentive CNP + PE,m2,5000,0,102,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.206720517134393,26.838350717326488
Attentive CNP + PE,m2,5000,0,103,500,full,Full 500-3000 keV,442,58,114299,13.28796644379853,16.464974936082
Attentive CNP + PE,m2,5000,0,103,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,12.115541762354539,14.716539777022236
Attentive CNP + PE,m2,5000,0,103,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.529621654298708,22.492200458005968
Attentive CNP + PE,m2,5000,0,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.533996808848535,17.466369807877776
Attentive CNP + PE,m2,5000,0,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.475331692494025,8.803812224521906
Attentive CNP + PE,m2,5000,0,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,11.863988830911602,14.352003458507925
Attentive CNP + PE,m2,5000,0,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.351850064394233,10.962106783876711
Attentive CNP + PE,m2,5000,0,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.93929490211392,27.587717818564666
Attentive CNP + PE,m2,5000,0,104,500,full,Full 500-3000 keV,442,58,114299,13.060773654008576,16.233890756518495
Attentive CNP + PE,m2,5000,0,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.30996186530583,14.186438222849235
Attentive CNP + PE,m2,5000,0,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.655563465532328,22.239108434053126
Attentive CNP + PE,m2,5000,0,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.286730206775852,17.23374877942599
Attentive CNP + PE,m2,5000,0,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.052792930028959,8.44521636102357
Attentive CNP + PE,m2,5000,0,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,11.672323101056696,13.99297071555418
Attentive CNP + PE,m2,5000,0,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.666949879045767,11.539590044525621
Attentive CNP + PE,m2,5000,0,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,25.510595238352014,28.23529244045129
Attentive CNP + PE,m2,5000,0,105,500,full,Full 500-3000 keV,442,58,114299,12.978829532037112,16.142893205392365
Attentive CNP + PE,m2,5000,0,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.697557023227526,14.091197272565283
Attentive CNP + PE,m2,5000,0,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.749112647166527,22.242928559884515
Attentive CNP + PE,m2,5000,0,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.1100974481328,17.0394917694015
Attentive CNP + PE,m2,5000,0,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.847971079625852,8.160557663838956
Attentive CNP + PE,m2,5000,0,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,11.508702579494345,13.91596989008295
Attentive CNP + PE,m2,5000,0,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,7.826839075582505,9.687307298265372
Attentive CNP + PE,m2,5000,0,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,25.93453884856625,28.54688825197311
Attentive CNP + PE,m2,5000,0,106,500,full,Full 500-3000 keV,442,58,114299,13.25662408086481,16.425851699339237
Attentive CNP + PE,m2,5000,0,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.477566534325005,14.427788527556103
Attentive CNP + PE,m2,5000,0,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.424139905527692,22.322958271833865
Attentive CNP + PE,m2,5000,0,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.502917041189095,17.455331754503874
Attentive CNP + PE,m2,5000,0,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.3582404838933035,8.917356787090243
Attentive CNP + PE,m2,5000,0,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,11.80656224520372,14.184515019762605
Attentive CNP + PE,m2,5000,0,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.319679176707933,11.95718854615967
Attentive CNP + PE,m2,5000,0,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,25.02491645251751,27.801913679982505
Attentive CNP + PE,m2,5000,0,107,500,full,Full 500-3000 keV,442,58,114299,12.891684550011048,16.068683743909965
Attentive CNP + PE,m2,5000,0,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.66219197554384,13.59394359708028
Attentive CNP + PE,m2,5000,0,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.737457482987505,21.943695754907512
Attentive CNP + PE,m2,5000,0,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.904248868266789,16.967578270776297
Attentive CNP + PE,m2,5000,0,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.575403631395614,8.008882251718227
Attentive CNP + PE,m2,5000,0,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,11.327798103141241,13.592497701200648
Attentive CNP + PE,m2,5000,0,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.286610883405768,11.254727484374294
Attentive CNP + PE,m2,5000,0,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,25.996867827971858,28.747375140861653
Attentive CNP + PE,m2,5000,0,108,500,full,Full 500-3000 keV,442,58,114299,12.916042335579107,16.10966447469043
Attentive CNP + PE,m2,5000,0,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.779475122673698,13.681069991706076
Attentive CNP + PE,m2,5000,0,108,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.81144919386858,22.16878549193729
Attentive CNP + PE,m2,5000,0,108,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.173121301888585,17.124589770909342
Attentive CNP + PE,m2,5000,0,108,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.738333636186606,8.220228995494502
Attentive CNP + PE,m2,5000,0,108,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,11.419512326092548,13.647150308499164
Attentive CNP + PE,m2,5000,0,108,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.26910837092595,11.220771026853402
Attentive CNP + PE,m2,5000,0,108,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,26.064761745991262,28.78616797034399
Attentive CNP + PE,m2,5000,0,109,500,full,Full 500-3000 keV,442,58,114299,13.295493093319402,16.456664213175664
Attentive CNP + PE,m2,5000,0,109,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,12.18476383053131,14.80719967579504
Attentive CNP + PE,m2,5000,0,109,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.50131814362626,22.525599150304583
Attentive CNP + PE,m2,5000,0,109,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.526147745409574,17.441122777168744
Attentive CNP + PE,m2,5000,0,109,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.582525715921852,8.9682598636084
Attentive CNP + PE,m2,5000,0,109,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,11.919828543842037,14.417392549443392
Attentive CNP + PE,m2,5000,0,109,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.532374771526957,11.055575216505085
Attentive CNP + PE,m2,5000,0,109,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.828216318074173,27.479599673556415
Attentive CNP + PE,m2,5000,1,100,500,full,Full 500-3000 keV,442,58,114299,12.548465986534584,15.850183251549021
Attentive CNP + PE,m2,5000,1,100,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.360888802455175,15.279956936278024
Attentive CNP + PE,m2,5000,1,100,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.178867672786986,20.153038274803762
Attentive CNP + PE,m2,5000,1,100,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.050924794842604,16.61371028011682
Attentive CNP + PE,m2,5000,1,100,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.977148892515464,10.062848150563712
Attentive CNP + PE,m2,5000,1,100,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.99971824911062,11.350122827904553
Attentive CNP + PE,m2,5000,1,100,500,FE,Tl-208 FE 2614 keV,5,1,8709,11.111304089958393,12.397254849346437
Attentive CNP + PE,m2,5000,1,100,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,31.794886147717783,33.61292823581374
Attentive CNP + PE,m2,5000,1,101,500,full,Full 500-3000 keV,442,58,114299,12.434522353183066,15.825794570620937
Attentive CNP + PE,m2,5000,1,101,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.49406541675173,15.504464694090156
Attentive CNP + PE,m2,5000,1,101,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.20507016888956,20.268052963196364
Attentive CNP + PE,m2,5000,1,101,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.781754463830126,16.309132300657005
Attentive CNP + PE,m2,5000,1,101,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.481982815259398,9.683367663227743
Attentive CNP + PE,m2,5000,1,101,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.917031335778386,11.335042779562727
Attentive CNP + PE,m2,5000,1,101,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.658239426382654,12.249446078043283
Attentive CNP + PE,m2,5000,1,101,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,32.50832443045874,34.31765382518523
Attentive CNP + PE,m2,5000,1,102,500,full,Full 500-3000 keV,442,58,114299,12.482024458816241,15.840363589733425
Attentive CNP + PE,m2,5000,1,102,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.442024569999932,15.42146579605176
Attentive CNP + PE,m2,5000,1,102,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,16.219312324130406,20.24492369428298
Attentive CNP + PE,m2,5000,1,102,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.858116562318676,16.429024433469625
Attentive CNP + PE,m2,5000,1,102,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.484892714824882,9.695860219110676
Attentive CNP + PE,m2,5000,1,102,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.813473898472154,11.28304651224674
Attentive CNP + PE,m2,5000,1,102,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.705460451609719,12.182441912404206
Attentive CNP + PE,m2,5000,1,102,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,32.28092727383425,34.06692510024625
Attentive CNP + PE,m2,5000,1,103,500,full,Full 500-3000 keV,442,58,114299,12.484805195513967,15.874054893888362
Attentive CNP + PE,m2,5000,1,103,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.395429018745329,14.971654870750717
Attentive CNP + PE,m2,5000,1,103,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,15.80917447648983,19.927081124309478
Attentive CNP + PE,m2,5000,1,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.7005112657694,16.222561944945824
Attentive CNP + PE,m2,5000,1,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.068767466931469,8.724639036603712
Attentive CNP + PE,m2,5000,1,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.685108763721843,11.12772212479063
Attentive CNP + PE,m2,5000,1,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.125386687115668,12.172726945865469
Attentive CNP + PE,m2,5000,1,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,34.292321808954505,35.99245951308769
Attentive CNP + PE,m2,5000,1,104,500,full,Full 500-3000 keV,442,58,114299,12.49223396039413,15.851767809730244
Attentive CNP + PE,m2,5000,1,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.19373605492671,14.987580158396286
Attentive CNP + PE,m2,5000,1,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,15.896523401024485,20.06115212896796
Attentive CNP + PE,m2,5000,1,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.842811973309152,16.311696376238093
Attentive CNP + PE,m2,5000,1,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.317786473614513,9.129398012154734
Attentive CNP + PE,m2,5000,1,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.773735079741405,11.17166369376485
Attentive CNP + PE,m2,5000,1,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.378972607693996,12.146590532677042
Attentive CNP + PE,m2,5000,1,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,33.495203610754906,35.24699269596163
Attentive CNP + PE,m2,5000,1,105,500,full,Full 500-3000 keV,442,58,114299,12.534769805777596,15.914201250066503
Attentive CNP + PE,m2,5000,1,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.200744260952927,14.715580389716084
Attentive CNP + PE,m2,5000,1,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,15.771263314254416,19.963533463727845
Attentive CNP + PE,m2,5000,1,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.810714226149226,16.302192095965694
Attentive CNP + PE,m2,5000,1,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.241698750360475,8.908804606918611
Attentive CNP + PE,m2,5000,1,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.739019409578004,11.155983103055927
Attentive CNP + PE,m2,5000,1,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.059324271170727,12.10520139322573
Attentive CNP + PE,m2,5000,1,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,34.24293110727111,35.952234139900526
Attentive CNP + PE,m2,5000,1,106,500,full,Full 500-3000 keV,442,58,114299,12.48083451625807,15.84060931238451
Attentive CNP + PE,m2,5000,1,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.277083743630083,15.053292122913541
Attentive CNP + PE,m2,5000,1,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,15.9203610515965,20.07908676700446
Attentive CNP + PE,m2,5000,1,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.824457653464009,16.319397261756762
Attentive CNP + PE,m2,5000,1,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.267012529831997,9.125482437831494
Attentive CNP + PE,m2,5000,1,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.796621660188613,11.189310986447461
Attentive CNP + PE,m2,5000,1,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.511684804839753,12.248700229024452
Attentive CNP + PE,m2,5000,1,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,33.350419749999524,35.11099038249801
Attentive CNP + PE,m2,5000,1,107,500,full,Full 500-3000 keV,442,58,114299,12.482197474565615,15.881787993311919
Attentive CNP + PE,m2,5000,1,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.463810334124783,15.051869076541713
Attentive CNP + PE,m2,5000,1,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,15.808312732966465,19.905215521002617
Attentive CNP + PE,m2,5000,1,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.632695169807752,16.185304776290728
Attentive CNP + PE,m2,5000,1,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,7.026087309288727,8.673216373530153
Attentive CNP + PE,m2,5000,1,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.695728977089914,11.137141261522473
Attentive CNP + PE,m2,5000,1,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.094000172334535,12.240496927076947
Attentive CNP + PE,m2,5000,1,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,34.44066267095219,36.13283253939089
Attentive CNP + PE,m2,5000,1,108,500,full,Full 500-3000 keV,442,58,114299,12.451950540809001,15.854471755518027
Attentive CNP + PE,m2,5000,1,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,11.531865119851451,15.037473960678957
