energy_kev,grid_spacing_kev,illustrative__original_n5000__m0,illustrative__original_n5000__m1,illustrative__original_n5000__m2,illustrative__original_n5000__ours,illustrative__context_only__kernel_context_only,illustrative__full_n18866_plus_context__kernel_pooled_data,illustrative__context_only__bernoulli_gp_matern32
570.0,1.0,0.37342569828033445,0.36439979434013364,0.2408354723453522,0.4039438134431839,0.36485737562179565,0.3007422089576721,0.39474415570396104
571.0,1.0,0.3784278607368469,0.35883092880249023,0.26563295021653177,0.4094846898317337,0.36463677883148193,0.29952454566955566,0.3868503653185371
572.0,1.0,0.3745086568593979,0.36583449602127077,0.3650598087906837,0.4069158565998077,0.3644137978553772,0.29840287566185,0.37901100611381366
573.0,1.0,0.37830931425094605,0.35764059484004973,0.29209901958703993,0.4130621802806854,0.36418840289115906,0.29737505316734314,0.3712530445864104
574.0,1.0,0.3786200761795044,0.3602780079841614,0.26009795114398004,0.40418353319168093,0.36396053433418274,0.2964387834072113,0.36363258309134494
575.0,1.0,0.37847116589546204,0.364221111536026,0.32365931302309037,0.4145043349266052,0.36373019218444824,0.2955918610095978,0.35620892644732294
576.0,1.0,0.3710613650083542,0.3568123358488083,0.439779514670372,0.40591267108917234,0.3634973466396332,0.2948321998119354,0.34904451561556016
577.0,1.0,0.3697361171245575,0.364823779463768,0.4584834495186806,0.4078871750831604,0.3632619380950928,0.2941577732563019,0.3422054498786906
578.0,1.0,0.3830099380016327,0.35795584321022034,0.46244429767131806,0.41035390734672544,0.36302393674850464,0.29356682300567627,0.33575382484372085
579.0,1.0,0.38231311857700345,0.3543150240182877,0.4759987986087799,0.4026983028650284,0.3627833425998688,0.29305770993232727,0.329711639891741
580.0,1.0,0.3736887049674988,0.35752726703882215,0.43011987626552584,0.3901600927114487,0.3625400960445404,0.2926291227340698,0.32408968849739495
581.0,1.0,0.3792451024055481,0.3665231817960739,0.36672465682029726,0.33379469871520995,0.36229416728019714,0.2922798991203308,0.318907981991174
582.0,1.0,0.38316280901432037,0.3653603571653366,0.2718104612827301,0.2792031046748161,0.3620455265045166,0.29200926423072815,0.3142274622605896
583.0,1.0,0.38057712495326995,0.3671083033084869,0.20722234159708022,0.21123193800449372,0.3617941737174988,0.2918166518211365,0.3101409532532102
584.0,1.0,0.37575605750083924,0.3689303094148636,0.2108937619626522,0.23741686046123506,0.3615400195121765,0.2917018234729767,0.30666237648375727
585.0,1.0,0.3767505246400833,0.36449468731880186,0.30146332949399945,0.2284604775905609,0.3612830638885498,0.2916649580001831,0.30369617349839473
586.0,1.0,0.37838798999786377,0.35271797358989715,0.38458607912063597,0.3914452183246613,0.3610232472419739,0.2917064130306244,0.30118589396403195
587.0,1.0,0.38076585173606875,0.3558800321817398,0.35026379495859145,0.41615970969200133,0.3607605993747711,0.291826993227005,0.29910924118377125
588.0,1.0,0.3800173538923264,0.3672101902961731,0.4019112855195999,0.41495488584041595,0.360495001077652,0.2920278310775757,0.297454620722192
589.0,1.0,0.38096695125103,0.36950403451919556,0.44435918688774106,0.4076868504285812,0.36022648215293884,0.2923104465007782,0.2962566866686416
590.0,1.0,0.3862785863876343,0.36256525993347166,0.4450516223907471,0.4084553450345993,0.35995498299598694,0.29267674684524536,0.2955796450000321
591.0,1.0,0.3772075116634369,0.360425209403038,0.34581548392772676,0.40658625662326814,0.3596804738044739,0.29312893748283386,0.2954939666539076
592.0,1.0,0.38237566709518434,0.37149277329444885,0.23818108364939689,0.4040094643831253,0.35940292477607727,0.293669730424881,0.2960582307809432
593.0,1.0,0.38388273179531096,0.3641971755027771,0.37657420843839645,0.4059666383266449,0.35912230610847473,0.29430216550827026,0.29728601224786644
594.0,1.0,0.3879365402460098,0.3686852824687958,0.3016350793838501,0.40936130106449126,0.3588385581970215,0.29502972960472107,0.299165319773806
595.0,1.0,0.38034104943275454,0.36574833452701566,0.3608246070146561,0.4107037079334259,0.35855168104171753,0.2958562970161438,0.30168016426455324
596.0,1.0,0.38350697100162506,0.3652534693479538,0.5820610958337784,0.41342472434043886,0.3582616150379181,0.2967861294746399,0.30480915254241836
597.0,1.0,0.3815141475200653,0.36913187623023985,0.4324552446603775,0.41699931025505066,0.3579683303833008,0.2978239357471466,0.30853778450529035
598.0,1.0,0.3852684724330902,0.36791501700878143,0.2935375890135765,0.40428371727466583,0.3576717972755432,0.29897475242614746,0.3128428831848282
599.0,1.0,0.38709377706050874,0.3627078747749329,0.3502472358942032,0.40039470613002776,0.357371985912323,0.3002440631389618,0.31769881997263383
600.0,1.0,0.3834430986642838,0.36192519068717954,0.309908608943224,0.4018877023458481,0.35706886649131775,0.30163758993148804,0.3230874715761729
601.0,1.0,0.3883472329378128,0.3716534000635147,0.39957904428243635,0.40067000150680543,0.3567623794078827,0.3031614124774933,0.328997954915053
602.0,1.0,0.37986752688884734,0.3650938218832016,0.4565382957458496,0.39851322412490847,0.35645249485969543,0.30482184886932373,0.33542627477942233
603.0,1.0,0.38709875583648684,0.3628357195854187,0.3618753746151924,0.40170521080493926,0.356139212846756,0.3066253960132599,0.3423750136552144
604.0,1.0,0.38797313034534453,0.37260242462158205,0.33405987776815893,0.39350430786609647,0.35582247376441956,0.30857858061790466,0.3498530459722815
605.0,1.0,0.37616219878196716,0.36546949326992034,0.23227598913013936,0.40161202013492586,0.3555022180080414,0.31068795919418335,0.3578752584163567
606.0,1.0,0.3846524131298065,0.36203088343143464,0.20926766127347946,0.4008527773618698,0.35517847537994385,0.3129599094390869,0.36646225711646707
607.0,1.0,0.384404456615448,0.37124026238918306,0.21481840953230857,0.40802070558071135,0.3548511564731598,0.31540051102638245,0.3756387978083353
608.0,1.0,0.3857287257909775,0.3682937353849411,0.2753383556008339,0.4035362136363983,0.3545202314853668,0.31801530718803406,0.38540943127662786
609.0,1.0,0.3838802117109299,0.3717246901988983,0.32172863006591795,0.4048952424526215,0.35418570041656494,0.3208092451095581,0.39573877350565567
610.0,1.0,0.38397877275943754,0.3791508400440216,0.310339572429657,0.4046296042203903,0.35384753346443176,0.3237861692905426,0.4065830136468378
611.0,1.0,0.3836080068349838,0.3664559614658356,0.22643744602799415,0.3981038588285446,0.3535056412220001,0.3269489109516144,0.4178994383368604
612.0,1.0,0.38911318480968476,0.37106460094451904,0.5715810549259186,0.40209533274173737,0.35316002368927,0.3302987217903137,0.42964582954219566
613.0,1.0,0.3851293623447418,0.37482401907444,0.49635695695877075,0.3998084342479706,0.35281065106391907,0.3338351547718048,0.44176529436646206
614.0,1.0,0.38666157722473143,0.362617182135582,0.4252364602684975,0.39786456823349,0.35245752334594727,0.33755573630332947,0.45414708276429394
615.0,1.0,0.38353183746337893,0.37250718235969543,0.23021348817273973,0.4007982510328293,0.35210052132606506,0.34145569801330566,0.4666524446177007
616.0,1.0,0.3901229929924011,0.376428536772728,0.3242076712846756,0.40273317098617556,0.35173970460891724,0.345527708530426,0.47914015001800436
617.0,1.0,0.387041871547699,0.36923284351825714,0.33699085265398027,0.3996295666694641,0.3513749837875366,0.3497616946697235,0.491467608174764
