energy_kev,grid_spacing_kev,mean__original_n5000__m0,mean__original_n5000__m1,mean__original_n5000__m2,mean__original_n5000__ours,mean__seed20260910_n5000__m0,mean__seed20260910_n5000__m1,mean__seed20260910_n5000__m2,mean__seed20260910_n5000__ours,mean__seed20260911_n5000__m0,mean__seed20260911_n5000__m1,mean__seed20260911_n5000__m2,mean__seed20260911_n5000__ours,mean__context_only__kernel_context_only,mean__full_n18866_plus_context__kernel_pooled_data,mean__context_only__bernoulli_gp_matern32
523.0,1.0,0.3831055859128634,0.3735584476391475,0.4466007626454035,0.4205417611598968,0.41360813862085344,0.3953007244467735,0.4288570178349812,0.41360426908731457,0.3861457827885946,0.3862877643704415,0.4480242064893246,0.38926305987437565,0.33919107019901273,0.3667696326971054,0.3870137831799205
524.0,1.0,0.3835266967018445,0.37085855144262314,0.49339168997605654,0.4211565297245979,0.41278507387638097,0.3950176738301913,0.4257522952059904,0.4126728351712228,0.3856000947753588,0.38627772219975803,0.3652460959106685,0.39363108189900714,0.33921516239643096,0.3701967179775238,0.39253937805102124
525.0,1.0,0.38455853837728504,0.3756452759901681,0.45690167156855277,0.41454488915205007,0.41306426429748533,0.3979505496223767,0.46961162259181344,0.4134824340542157,0.38607124686241157,0.3864972892006239,0.270484898507595,0.3909292955597241,0.3392395079135895,0.3732730567455292,0.3974480410091424
526.0,1.0,0.39213065268596003,0.37293898516893387,0.5159381462931633,0.4185526540875436,0.42083486835161843,0.39624670135974877,0.5034545358121396,0.41344189637899387,0.3944429851770402,0.3885164788564046,0.2419072789053122,0.3896756134430568,0.33926412761211394,0.3759938359260559,0.40276230236695054
527.0,1.0,0.3867637111345927,0.3743258564670881,0.5029913616478443,0.4260166381597518,0.4142973835269611,0.39819659451643635,0.43436798240741087,0.41413721422354377,0.38778251794974017,0.38922074977556864,0.2634376772642136,0.38673880469799055,0.33928901255130767,0.3783903270959854,0.4047543984018544
528.0,1.0,0.38331351049741114,0.370345858335495,0.3696740415592988,0.42801871031522754,0.41092205657561615,0.39209734173615785,0.32953912343581515,0.40769500813881554,0.38500543999671943,0.38480069778362913,0.2788189774254957,0.38719420248270037,0.3393141746520996,0.38049649000167846,0.4025088041252912
529.0,1.0,0.388503487765789,0.371784189303716,0.35387675493458903,0.4216706635753314,0.4162379963199297,0.396102293908596,0.24372256672382353,0.40404604140917466,0.3925343488653502,0.384572968463103,0.2845546308855215,0.3926259829004606,0.3393396079540253,0.3823286771774292,0.40007418969620884
530.0,1.0,0.3903710739811262,0.37372160444657004,0.3662654776970546,0.41155396684010825,0.4199884372353554,0.39713671145836515,0.2376104135538141,0.39519908265272774,0.3954802702466647,0.38830350029468536,0.28577848520378274,0.3868361973961194,0.33936532735824587,0.38388015031814576,0.4007379706856618
531.0,1.0,0.3852233850757281,0.3704551295042038,0.3581641280502082,0.4086425666809083,0.4135649918715159,0.39372838489214584,0.25399752027789746,0.39848386081059767,0.3868442747195562,0.38437563387552903,0.3441853312452634,0.38280810697873435,0.3393913209438324,0.38512615859508514,0.40038187010619763
532.0,1.0,0.3850876586437226,0.37589085439840947,0.17755102138035,0.4171090121070545,0.4124192863106729,0.3972365908821424,0.22553509001992647,0.3972160549561183,0.38819832442204166,0.3873981008132299,0.39420774203538894,0.37729196572303764,0.3394176036119461,0.38603375852108,0.3996801289615878
533.0,1.0,0.38684998353322353,0.37971571143468225,0.2926683539487422,0.42215463153521215,0.41610690647363663,0.40355228769779206,0.26780009054268394,0.39875305136044814,0.39046003009875624,0.39495548351605725,0.41072571433583893,0.38361972141265865,0.3394441783428192,0.3865721195936203,0.400165854091523
534.0,1.0,0.38689184526602427,0.37626571740706755,0.4890927316347758,0.42232500016689306,0.41434966015815733,0.3985767522851626,0.4601603956123193,0.39852074482043587,0.3885787861545881,0.38901112236579255,0.48918504678209634,0.39048259385426837,0.3394710421562195,0.38672042191028594,0.40193494745028885
535.0,1.0,0.3852437914212545,0.3733406412204106,0.42997482037544255,0.41773561551173527,0.41525898238023123,0.3957201419274011,0.4343374820152918,0.3957404242356619,0.3891120131611824,0.39046529970566424,0.5725706930955251,0.3898966516852379,0.3394982010126114,0.3864721417427063,0.4035502738969498
536.0,1.0,0.38475618364413583,0.37655917735894523,0.47447204358627393,0.4230021475354831,0.41326761575539905,0.4003967281778653,0.3845700394858917,0.3951995723048845,0.3849053508838018,0.39138254064321515,0.323837683968246,0.3943157355586688,0.3395256459712982,0.3858355075120926,0.4038968388369426
537.0,1.0,0.3878389322161674,0.3764305207133293,0.4140585202723742,0.4222243169943492,0.4163987344702084,0.39902768623828877,0.34578941372036925,0.3972278259396554,0.39059967414538066,0.3923756985068321,0.35911599308252345,0.3921368359327317,0.33955339789390565,0.3848310649394989,0.40597537655540633
538.0,1.0,0.3894730951189996,0.37944136029481884,0.32018868929644423,0.4168031295537948,0.4188565066854159,0.3999590431451798,0.34801400420566403,0.4018248152931531,0.39485223499933875,0.39277551235755276,0.37206190096338604,0.38776090812683106,0.33958145081996916,0.38348751664161684,0.4085222593539754
539.0,1.0,0.39279146454731634,0.37697808448473613,0.2741625562806924,0.4189786778291067,0.42103609277804693,0.39880978327989575,0.3856792359451452,0.40225750456253695,0.3982738916575908,0.3919351272781689,0.3570979936619599,0.39357306663195296,0.33960981070995333,0.38183754980564116,0.41229845867735265
540.0,1.0,0.387936547100544,0.37387677627801885,0.318119798488915,0.4189955003062884,0.4184944056073825,0.39917587618033085,0.4312141596575579,0.39609450701872506,0.39114478258291874,0.38998047139247255,0.377446364680926,0.39573500577608745,0.3396384745836258,0.3799147099256516,0.4171086495592412
541.0,1.0,0.3916463755567868,0.37941315509875617,0.32959958665072925,0.4240357731978098,0.4202884363532066,0.40026243533690764,0.4499317865570387,0.3897653861045837,0.39732853287458436,0.3925950439771016,0.3589292452931404,0.3927652362386385,0.33966744840145113,0.37775242030620576,0.4254932893181248
542.0,1.0,0.39274475006262455,0.377043959180514,0.4700791585346063,0.42035160603125893,0.4207580074071885,0.3994893095493316,0.43000537172953285,0.38820729051033653,0.3997364573876064,0.39169024048248924,0.4066858088771502,0.38605962328116095,0.3396967351436615,0.3753850668668747,0.43214708248165434
543.0,1.0,0.38868930039803185,0.37462036854028713,0.4725844075878461,0.40939473803838095,0.4199531636635461,0.3957206379572551,0.32445673507948736,0.3841560929814974,0.3982269454399745,0.3871447827617328,0.37773324171702066,0.38206094992160794,0.3397263318300247,0.3728505700826645,0.43334954482477384
544.0,1.0,0.3844289328455925,0.3737180640101433,0.3288534348011017,0.40828605290253966,0.4144187484184901,0.3973190597494443,0.2936269514386852,0.39186662964026125,0.38707767532269155,0.3885844967961311,0.2380227765291929,0.38305591338872896,0.3397562474012375,0.37019344568252566,0.4303305643352363
