bin_center_kev,event_count,supported_minimum_four_events,empirical_acceptance
1082.5,133,True,0.556390977443609
1087.5,138,True,0.5434782608695652
1092.5,192,True,0.4010416666666667
1097.5,142,True,0.4788732394366197
1102.5,115,True,0.4956521739130435
1107.5,142,True,0.5352112676056338
1112.5,151,True,0.4768211920529801
1117.5,135,True,0.5037037037037037
1122.5,115,True,0.5391304347826087
1127.5,118,True,0.5847457627118644
1132.5,132,True,0.42424242424242425
1137.5,124,True,0.5887096774193549
1142.5,143,True,0.6013986013986014
1147.5,140,True,0.55
1152.5,131,True,0.6335877862595419
1157.5,130,True,0.5846153846153846
1162.5,140,True,0.6428571428571429
1167.5,121,True,0.628099173553719
1172.5,145,True,0.5793103448275863
1177.5,133,True,0.5639097744360902
1182.5,147,True,0.5782312925170068
1187.5,110,True,0.5909090909090909
1192.5,148,True,0.5202702702702703
1197.5,117,True,0.47863247863247865
1202.5,126,True,0.5079365079365079
1207.5,127,True,0.5511811023622047
1212.5,130,True,0.6153846153846154
1217.5,107,True,0.514018691588785
1222.5,130,True,0.5538461538461539
1227.5,129,True,0.5891472868217055
1232.5,132,True,0.5
1237.5,127,True,0.5433070866141733
1242.5,139,True,0.5611510791366906
1247.5,120,True,0.5
1252.5,108,True,0.5740740740740741
1257.5,135,True,0.6296296296296297
1262.5,129,True,0.5736434108527132
1267.5,138,True,0.5579710144927537
1272.5,133,True,0.518796992481203
1277.5,137,True,0.5693430656934306
1282.5,156,True,0.5512820512820513
1287.5,132,True,0.5075757575757576
1292.5,132,True,0.5984848484848485
1297.5,146,True,0.547945205479452
1302.5,128,True,0.625
1307.5,139,True,0.49640287769784175
1312.5,129,True,0.6201550387596899
1317.5,122,True,0.5819672131147541
1322.5,128,True,0.5234375
1327.5,133,True,0.49624060150375937
1332.5,141,True,0.6028368794326241
1337.5,133,True,0.6015037593984962
1342.5,129,True,0.5581395348837209
1347.5,129,True,0.5968992248062015
1352.5,121,True,0.5950413223140496
1357.5,134,True,0.6343283582089553
1362.5,115,True,0.6
1367.5,143,True,0.5594405594405595
1372.5,99,True,0.6262626262626263
1377.5,122,True,0.5655737704918032
1382.5,125,True,0.544
1387.5,130,True,0.4846153846153846
1392.5,131,True,0.5267175572519084
1397.5,122,True,0.6065573770491803
1402.5,110,True,0.5727272727272728
1407.5,111,True,0.5405405405405406
1412.5,127,True,0.5354330708661418
1417.5,116,True,0.47413793103448276
1422.5,105,True,0.5047619047619047
1427.5,133,True,0.556390977443609
1432.5,114,True,0.5701754385964912
1437.5,127,True,0.5905511811023622
1442.5,120,True,0.5083333333333333
1447.5,123,True,0.45528455284552843
1452.5,118,True,0.5084745762711864
1457.5,119,True,0.5966386554621849
1462.5,103,True,0.5436893203883495
1467.5,108,True,0.5277777777777778
1472.5,115,True,0.5565217391304348
1477.5,112,True,0.49107142857142855
1482.5,105,True,0.5142857142857142
1487.5,126,True,0.5158730158730159
1492.5,118,True,0.5338983050847458
1497.5,138,True,0.5507246376811594
1502.5,103,True,0.4854368932038835
1507.5,124,True,0.5645161290322581
1512.5,237,True,0.29535864978902954
1517.5,120,True,0.5583333333333333
1522.5,112,True,0.4642857142857143
1527.5,122,True,0.5491803278688525
1532.5,97,True,0.5773195876288659
1537.5,111,True,0.6216216216216216
1542.5,110,True,0.5545454545454546
1547.5,124,True,0.5887096774193549
1552.5,117,True,0.5555555555555556
1557.5,115,True,0.5739130434782609
1562.5,139,True,0.5971223021582733
1567.5,102,True,0.5784313725490197
1572.5,111,True,0.5225225225225225
1577.5,129,True,0.5038759689922481
1582.5,125,True,0.568
1587.5,145,True,0.5862068965517241
1592.5,686,True,0.8032069970845481
1597.5,116,True,0.5431034482758621
1602.5,122,True,0.6147540983606558
1607.5,143,True,0.5594405594405595
1612.5,160,True,0.59375
1617.5,305,True,0.39672131147540984
1622.5,485,True,0.2948453608247423
1627.5,132,True,0.6212121212121212
1632.5,136,True,0.5661764705882353
1637.5,134,True,0.6194029850746269
1642.5,99,True,0.48484848484848486
1647.5,132,True,0.5984848484848485
1652.5,148,True,0.5743243243243243
1657.5,135,True,0.6296296296296297
1662.5,103,True,0.4854368932038835
1667.5,120,True,0.625
1672.5,120,True,0.6416666666666667
1677.5,123,True,0.45528455284552843
1682.5,141,True,0.5673758865248227
1687.5,130,True,0.5923076923076923
1692.5,139,True,0.5899280575539568
1697.5,137,True,0.48905109489051096
1702.5,140,True,0.5214285714285715
1707.5,122,True,0.5
1712.5,124,True,0.49193548387096775
1717.5,121,True,0.5289256198347108
1722.5,139,True,0.5323741007194245
1727.5,137,True,0.635036496350365
1732.5,126,True,0.5793650793650794
1737.5,132,True,0.4393939393939394
1742.5,135,True,0.562962962962963
1747.5,136,True,0.5441176470588235
1752.5,128,True,0.515625
1757.5,136,True,0.5367647058823529
1762.5,151,True,0.5231788079470199
1767.5,130,True,0.6
1772.5,135,True,0.4740740740740741
1777.5,140,True,0.5285714285714286
1782.5,138,True,0.5434782608695652
1787.5,121,True,0.5537190082644629
1792.5,148,True,0.5135135135135135
1797.5,113,True,0.5132743362831859
1802.5,135,True,0.5111111111111111
1807.5,165,True,0.4484848484848485
1812.5,128,True,0.4609375
1817.5,127,True,0.5196850393700787
1822.5,139,True,0.5179856115107914
1827.5,128,True,0.59375
1832.5,128,True,0.609375
1837.5,128,True,0.46875
1842.5,130,True,0.5846153846153846
1847.5,137,True,0.5182481751824818
1852.5,148,True,0.5202702702702703
1857.5,125,True,0.504
1862.5,135,True,0.48148148148148145
1867.5,129,True,0.4728682170542636
1872.5,149,True,0.4899328859060403
1877.5,152,True,0.48026315789473684
1882.5,147,True,0.5102040816326531
1887.5,143,True,0.46153846153846156
1892.5,151,True,0.4966887417218543
1897.5,129,True,0.5271317829457365
1902.5,133,True,0.47368421052631576
1907.5,142,True,0.6056338028169014
1912.5,139,True,0.460431654676259
1917.5,145,True,0.5103448275862069
1922.5,141,True,0.5531914893617021
1927.5,149,True,0.44966442953020136
1932.5,139,True,0.5755395683453237
1937.5,140,True,0.6214285714285714
1942.5,144,True,0.4513888888888889
1947.5,167,True,0.5508982035928144
1952.5,134,True,0.582089552238806
1957.5,131,True,0.45038167938931295
1962.5,135,True,0.5333333333333333
1967.5,163,True,0.5460122699386503
1972.5,135,True,0.5555555555555556
1977.5,142,True,0.47183098591549294
1982.5,144,True,0.4236111111111111
1987.5,138,True,0.6014492753623188
1992.5,124,True,0.4838709677419355
1997.5,140,True,0.5571428571428572
2002.5,149,True,0.5302013422818792
2007.5,132,True,0.5757575757575758
2012.5,137,True,0.5547445255474452
2017.5,145,True,0.5862068965517241
2022.5,144,True,0.4652777777777778
2027.5,152,True,0.4934210526315789
2032.5,148,True,0.5405405405405406
2037.5,137,True,0.5328467153284672
2042.5,152,True,0.506578947368421
2047.5,144,True,0.5555555555555556
2052.5,160,True,0.49375
2057.5,149,True,0.5369127516778524
2062.5,151,True,0.5894039735099338
2067.5,149,True,0.5771812080536913
2072.5,157,True,0.5031847133757962
2077.5,137,True,0.5036496350364964
2082.5,165,True,0.5272727272727272
2087.5,151,True,0.5695364238410596
2092.5,153,True,0.46405228758169936
2097.5,204,True,0.4215686274509804
2102.5,1045,True,0.19043062200956937
2107.5,285,True,0.3508771929824561
2112.5,173,True,0.5028901734104047
2117.5,163,True,0.49693251533742333
2122.5,162,True,0.49382716049382713
2127.5,186,True,0.5053763440860215
2132.5,155,True,0.5870967741935483
2137.5,178,True,0.46629213483146065
2142.5,162,True,0.5185185185185185
2147.5,171,True,0.49707602339181284
2152.5,144,True,0.5
2157.5,189,True,0.5343915343915344
2162.5,171,True,0.5029239766081871
2167.5,187,True,0.5187165775401069
2172.5,167,True,0.5149700598802395
2177.5,172,True,0.5
2182.5,165,True,0.4666666666666667
2187.5,200,True,0.565
2192.5,161,True,0.4782608695652174
2197.5,182,True,0.510989010989011
2202.5,195,True,0.5538461538461539
2207.5,188,True,0.5691489361702128
2212.5,198,True,0.5
2217.5,222,True,0.5675675675675675
2222.5,179,True,0.5418994413407822
2227.5,190,True,0.5578947368421052
2232.5,216,True,0.5046296296296297
2237.5,207,True,0.5169082125603864
2242.5,217,True,0.5161290322580645
2247.5,226,True,0.47345132743362833
2252.5,193,True,0.5492227979274611
2257.5,218,True,0.5458715596330275
2262.5,183,True,0.5191256830601093
2267.5,211,True,0.5213270142180095
2272.5,186,True,0.5698924731182796
2277.5,204,True,0.5784313725490197
2282.5,223,True,0.547085201793722
2287.5,224,True,0.5089285714285714
2292.5,233,True,0.5278969957081545
2297.5,233,True,0.5064377682403434
2302.5,222,True,0.5315315315315315
2307.5,225,True,0.5422222222222223
2312.5,238,True,0.5126050420168067
2317.5,241,True,0.5518672199170125
2322.5,248,True,0.5766129032258065
2327.5,233,True,0.5321888412017167
2332.5,254,True,0.4763779527559055
2337.5,245,True,0.5673469387755102
2342.5,250,True,0.516
2347.5,310,True,0.5774193548387097
2352.5,258,True,0.5348837209302325
2357.5,262,True,0.5572519083969466
2362.5,274,True,0.49635036496350365
2367.5,307,True,0.5211726384364821
2372.5,286,True,0.5594405594405595
2377.5,273,True,0.5421245421245421
2382.5,219,True,0.4246575342465753
2387.5,215,True,0.4511627906976744
2392.5,209,True,0.37320574162679426
2397.5,178,True,0.398876404494382
2402.5,178,True,0.29213483146067415
2407.5,162,True,0.3148148148148148
2412.5,151,True,0.3841059602649007
2417.5,163,True,0.2822085889570552
2422.5,134,True,0.3582089552238806
2427.5,159,True,0.3270440251572327
2432.5,166,True,0.3493975903614458
2437.5,161,True,0.2546583850931677
2442.5,167,True,0.3592814371257485
2447.5,134,True,0.417910447761194
2452.5,134,True,0.26865671641791045
2457.5,132,True,0.2878787878787879
2462.5,123,True,0.35772357723577236
2467.5,115,True,0.4260869565217391
2472.5,103,True,0.3106796116504854
2477.5,117,True,0.3162393162393162
2482.5,112,True,0.3125
2487.5,100,True,0.23
2492.5,75,True,0.24
2497.5,56,True,0.25
2502.5,65,True,0.2153846153846154
2507.5,49,True,0.20408163265306123
2512.5,44,True,0.22727272727272727
2517.5,40,True,0.25
2522.5,40,True,0.225
2527.5,33,True,0.24242424242424243
2532.5,40,True,0.15
2537.5,36,True,0.2222222222222222
2542.5,28,True,0.14285714285714285
2547.5,31,True,0.25806451612903225
2552.5,35,True,0.22857142857142856
2557.5,28,True,0.10714285714285714
2562.5,27,True,0.14814814814814814
2567.5,21,True,0.23809523809523808
2572.5,26,True,0.23076923076923078
2577.5,32,True,0.21875
2582.5,22,True,0.045454545454545456
2587.5,29,True,0.20689655172413793
2592.5,34,True,0.11764705882352941
2597.5,31,True,0.1935483870967742
2602.5,44,True,0.2727272727272727
2607.5,222,True,0.23873873873873874
2612.5,6129,True,0.1970957741882852
2617.5,2310,True,0.21601731601731602
2622.5,4,True,0.25
2627.5,3,False,0.0
2632.5,4,True,0.25
2637.5,1,False,0.0
2642.5,1,False,0.0
2647.5,1,False,0.0
2652.5,5,True,0.0
2657.5,2,False,0.5
2662.5,2,False,0.0
2667.5,3,False,0.0
2672.5,2,False,1.0
2677.5,0,False,nan
2682.5,2,False,0.0
2687.5,4,True,0.0
2692.5,4,True,0.25
2697.5,2,False,0.0
2702.5,1,False,0.0
2707.5,1,False,0.0
2712.5,1,False,0.0
2717.5,1,False,0.0
2722.5,2,False,0.0
2727.5,4,True,0.0
2732.5,2,False,0.0
2737.5,5,True,0.0
2742.5,2,False,0.0
2747.5,2,False,0.0
2752.5,7,True,0.14285714285714285
2757.5,2,False,0.0
2762.5,1,False,0.0
2767.5,2,False,0.5
2772.5,4,True,0.0
2777.5,6,True,0.0
2782.5,3,False,0.0
2787.5,2,False,0.0
2792.5,1,False,0.0
2797.5,10,True,0.0
2802.5,4,True,0.0
2807.5,2,False,0.0
2812.5,3,False,0.0
2817.5,4,True,0.0
2822.5,1,False,0.0
2827.5,2,False,0.0
2832.5,2,False,0.0
2837.5,3,False,0.0
2842.5,5,True,0.0
2847.5,2,False,0.0
2852.5,3,False,0.0
2857.5,4,True,0.0
2862.5,2,False,0.0
2867.5,0,False,nan
2872.5,2,False,0.0
2877.5,2,False,0.0
2882.5,0,False,nan
2887.5,2,False,0.0
2892.5,6,True,0.0
2897.5,2,False,0.0
2902.5,2,False,0.0
2907.5,1,False,0.0
2912.5,0,False,nan
2917.5,3,False,0.0
2922.5,2,False,0.5
2927.5,3,False,0.0
2932.5,0,False,nan
2937.5,2,False,0.0
2942.5,2,False,0.0
2947.5,2,False,0.0
2952.5,5,True,0.2
2957.5,2,False,0.0
2962.5,3,False,0.0
2967.5,3,False,0.0
2972.5,1,False,0.0
2977.5,4,True,0.0
2982.5,1,False,0.0
2987.5,3,False,0.0
2992.5,1,False,0.0
2997.5,0,False,nan
