variant,method,context_size,energy_kev,mean_across_contexts,sd_across_overlapping_contexts
context_only,Gaussian kernel regression (context only),500,702.0,0.3474683344364166,0.03910115980455292
context_only,Gaussian kernel regression (context only),500,703.0,0.34751791656017306,0.03917902084284781
context_only,Gaussian kernel regression (context only),500,704.0,0.3475674122571945,0.039259462320886375
context_only,Gaussian kernel regression (context only),500,705.0,0.34761684834957124,0.03934247727792583
context_only,Gaussian kernel regression (context only),500,706.0,0.3476662218570709,0.039428051884516944
context_only,Gaussian kernel regression (context only),500,707.0,0.34771555960178374,0.03951615323749
context_only,Gaussian kernel regression (context only),500,708.0,0.3477648735046387,0.03960678271090087
context_only,Gaussian kernel regression (context only),500,709.0,0.34781416952610017,0.039699905835943815
context_only,Gaussian kernel regression (context only),500,710.0,0.34786346554756165,0.039795506621150556
context_only,Gaussian kernel regression (context only),500,711.0,0.3479127913713455,0.03989355114757718
context_only,Gaussian kernel regression (context only),500,712.0,0.3479621380567551,0.0399940264537956
context_only,Gaussian kernel regression (context only),500,713.0,0.34801154732704165,0.0400968966768113
context_only,Gaussian kernel regression (context only),500,714.0,0.3480610251426697,0.04020212155849209
context_only,Gaussian kernel regression (context only),500,715.0,0.3481105983257294,0.04030967603853653
context_only,Gaussian kernel regression (context only),500,716.0,0.3481602817773819,0.04041953335813001
context_only,Gaussian kernel regression (context only),500,717.0,0.34821009635925293,0.04053163612714031
context_only,Gaussian kernel regression (context only),500,718.0,0.34826006293296813,0.040645958062476166
context_only,Gaussian kernel regression (context only),500,719.0,0.34831019937992097,0.04076243812261658
context_only,Gaussian kernel regression (context only),500,720.0,0.348360538482666,0.040881058420267374
context_only,Gaussian kernel regression (context only),500,721.0,0.34841110110282897,0.04100175367749129
context_only,Gaussian kernel regression (context only),500,722.0,0.3484619051218033,0.041124492891540194
context_only,Gaussian kernel regression (context only),500,723.0,0.3485129863023758,0.04124921093651297
context_only,Gaussian kernel regression (context only),500,724.0,0.3485643625259399,0.04137586066677643
context_only,Gaussian kernel regression (context only),500,725.0,0.34861605763435366,0.041504386801196405
context_only,Gaussian kernel regression (context only),500,726.0,0.3486681133508682,0.041634738126594434
context_only,Gaussian kernel regression (context only),500,727.0,0.3487205535173416,0.041766857370417604
context_only,Gaussian kernel regression (context only),500,728.0,0.3487733960151672,0.04190068159947903
