variant,method,context_size,context_seed,region,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,continuum_2200_2400,40,0,9093,2.9356671835092376,3.5416216220034435
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,FE,5,1,8709,4.000879971674523,4.79003288333572
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,sparse_tail,13,47,68,2.6374645012956437,6.816730648855204
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,full,442,58,114299,5.518280397755604,7.28665308570683
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,DEP,6,0,1323,10.547164790787049,11.273136850663851
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,Bi-214,6,0,1361,10.15273162484739,13.164365046131504
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,continuum_1700_2000,60,0,8230,4.540183891146294,5.709725625645786
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,SE,6,0,2023,9.251261042566748,10.076000882737828
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,continuum_2200_2400,40,0,9093,3.334651554913269,3.846035715681269
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,FE,5,1,8709,3.8300586371414425,4.655313511282075
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,full,442,58,114299,5.417835309540388,7.1812096077609855
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,DEP,6,0,1323,9.944726217730992,10.676573621689531
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,Bi-214,6,0,1361,9.834562409378812,12.629619802403482
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,continuum_1700_2000,60,0,8230,4.517977282340513,5.74793541622126
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,SE,6,0,2023,9.089159181239525,9.899212368061203
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,continuum_2200_2400,40,0,9093,3.1583960077567363,3.6319175500987684
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,FE,5,1,8709,3.9899150434634794,4.774137762826211
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,full,442,58,114299,5.578472245632897,7.119455629698207
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,DEP,6,0,1323,8.231117695857304,9.715553331356647
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,Bi-214,6,0,1361,9.828676927333886,11.69480548356467
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,continuum_1700_2000,60,0,8230,4.989584787433755,5.873822848255776
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,SE,6,0,2023,9.110520846422364,10.51014179619999
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,continuum_2200_2400,40,0,9093,2.8757081707907854,3.483222751847098
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,FE,5,1,8709,4.2163681788427745,4.968498917806901
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,sparse_tail,13,47,68,2.6374621937017357,6.816730633656998
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,full,442,58,114299,5.763040544035468,7.771501722590242
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,DEP,6,0,1323,9.070819494234849,10.70092035308459
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,Bi-214,6,0,1361,10.42961433909333,12.814366998403647
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,continuum_1700_2000,60,0,8230,5.162218382446899,6.721263667911111
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,SE,6,0,2023,6.679547079871092,7.377131505058249
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,continuum_2200_2400,40,0,9093,3.3336330288007185,4.176256523811288
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,FE,5,1,8709,4.12822001036137,4.881523898607988
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,full,442,58,114299,5.751782066625379,7.725901786538082
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,DEP,6,0,1323,9.231650319875428,11.126584240930836
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,Bi-214,6,0,1361,10.857056756305766,13.139664243195146
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,continuum_1700_2000,60,0,8230,4.911046539373466,6.733598851797111
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,SE,6,0,2023,6.772873231525881,7.656758439673316
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,continuum_2200_2400,40,0,9093,3.631612038071022,4.4207240567517605
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,FE,5,1,8709,4.14934807450051,4.9783713333297275
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,full,442,58,114299,5.462914656157563,7.201457810786888
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,DEP,6,0,1323,10.272405183495687,10.938978824731894
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,Bi-214,6,0,1361,9.657329832984333,12.189975788781073
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,continuum_1700_2000,60,0,8230,4.524417582942822,5.7983359225829805
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,SE,6,0,2023,8.969122387750383,9.856708090178984
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,continuum_2200_2400,40,0,9093,3.1633736888778983,3.7673225057163924
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,FE,5,1,8709,3.7128364365460245,4.5204005949541886
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,full,442,58,114299,5.642169898630752,7.654453979723377
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,DEP,6,0,1323,9.119362714045245,10.966904116684775
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,Bi-214,6,0,1361,10.298324674971056,12.89864512730817
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,continuum_1700_2000,60,0,8230,5.327921386078114,6.960942218084279
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,SE,6,0,2023,7.176995471728068,8.111032239877375
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,continuum_2200_2400,40,0,9093,3.3159645729592664,4.149335799978545
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,FE,5,1,8709,3.747773474175927,4.663286193153929
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,full,442,58,114299,5.7647874502902505,7.665507410770492
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,DEP,6,0,1323,9.645156245038388,11.350517873990551
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,Bi-214,6,0,1361,10.03036492502537,12.350770373599259
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,continuum_1700_2000,60,0,8230,5.219315123366592,6.5736745146491
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,SE,6,0,2023,7.454244352199497,8.178263773405744
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,continuum_2200_2400,40,0,9093,3.7044912545488766,4.531031354472541
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,FE,5,1,8709,4.550745333307458,5.342588004501062
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,full,442,58,114299,5.681719201134596,7.696229913938864
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,DEP,6,0,1323,7.933021648218036,9.890945835041547
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,Bi-214,6,0,1361,10.440340162756572,13.198347072623232
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,continuum_1700_2000,60,0,8230,5.055805218514512,6.349252358901541
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,SE,6,0,2023,6.92568719716282,7.784224175918958
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,continuum_2200_2400,40,0,9093,3.5636544435420414,4.403487173688841
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,FE,5,1,8709,3.5850175369528996,4.373602189432762
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,full,442,58,114299,5.466657558795375,7.2108290216565605
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,DEP,6,0,1323,10.428944508292927,11.122508005934922
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,Bi-214,6,0,1361,9.394951661454124,11.670931545120165
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,continuum_1700_2000,60,0,8230,4.6907803775526435,5.792918047275732
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,SE,6,0,2023,9.317963919363462,10.107762880536724
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,continuum_2200_2400,40,0,9093,3.0536179444156524,3.5668909723147055
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,FE,5,1,8709,3.75735459432947,4.578416140319848
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,full,442,58,114299,5.689120668612179,7.585730607701663
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,DEP,6,0,1323,9.754365426476035,11.544591750972371
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,Bi-214,6,0,1361,9.782705382777511,12.4065594804275
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,continuum_1700_2000,60,0,8230,5.053591125599419,6.668480481007941
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,SE,6,0,2023,6.802366206817085,7.721024108733911
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,continuum_2200_2400,40,0,9093,3.8439098929187523,4.642689793411501
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,FE,5,1,8709,4.092002924866751,5.0250678143013765
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,full,442,58,114299,5.694958811550512,7.6001734990092915
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,DEP,6,0,1323,8.919698037859975,10.883208548935382
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,Bi-214,6,0,1361,9.370294757365414,11.877421884476844
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,continuum_1700_2000,60,0,8230,5.245779441049878,6.687387446646699
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,SE,6,0,2023,7.315062129933751,7.849348449539548
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,continuum_2200_2400,40,0,9093,3.418474689777133,4.084736829085813
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,FE,5,1,8709,4.377708959518524,5.1712091747050115
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,full,442,58,114299,5.50462194412572,7.276482926185343
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,DEP,6,0,1323,10.53100586641774,11.240697488198636
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,Bi-214,6,0,1361,9.822340305564925,12.672465660820803
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,continuum_1700_2000,60,0,8230,4.76939547867788,5.852579999388593
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,SE,6,0,2023,8.984749345794315,9.85897572837145
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,continuum_2200_2400,40,0,9093,3.0436449007609023,3.616693883159092
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,FE,5,1,8709,4.144138364774513,4.919353156909682
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,full,442,58,114299,5.496805806777084,7.293423522378398
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,DEP,6,0,1323,9.672469106642092,10.384317888542812
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,Bi-214,6,0,1361,9.644180507087228,12.3308122613031
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,continuum_1700_2000,60,0,8230,4.501902744976584,5.809890113356472
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,SE,6,0,2023,9.196012776617216,10.035556593393983
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,continuum_2200_2400,40,0,9093,2.945564659816515,3.575334018425442
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,FE,5,1,8709,4.043662967369858,4.812435764532074
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,full,442,58,114299,5.7361182186710415,7.680799616065176
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,DEP,6,0,1323,8.060036773738217,10.33544840994506
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,Bi-214,6,0,1361,11.224003228034547,13.792340009698933
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,continuum_1700_2000,60,0,8230,5.210560817607001,6.737594934647934
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,SE,6,0,2023,6.763328885371152,7.691410817825993
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,continuum_2200_2400,40,0,9093,3.61006381343595,4.343637323007122
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,FE,5,1,8709,4.202771643614831,5.028785850266935
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
