aggregation_level,left_mode,right_mode,estimand,region_id,training_seed,component_count,C1_difference_pp_left_minus_right_mean,C1_difference_pp_left_minus_right_descriptive_sd,C2_difference_pp_left_minus_right_mean,C2_difference_pp_left_minus_right_descriptive_sd,C3_difference_pp_left_minus_right_mean,C3_difference_pp_left_minus_right_descriptive_sd,weighted_MAE_difference_pp_left_minus_right_mean,weighted_MAE_difference_pp_left_minus_right_descriptive_sd,efficiency_difference_contrast_pp_left_minus_right_mean,efficiency_difference_contrast_pp_left_minus_right_descriptive_sd
contexts_within_seed,full_density,global_gate,adaptive decoder gate,overall,1,10,5.203619909502262,0.8329834854590698,4.886877828054297,0.586104350760948,2.895927601809956,0.7138557807661672,-0.256514314694404,0.03388847679415613,-0.006998370604337237,0.04861903429010595
contexts_within_seed,full_density,global_gate,adaptive decoder gate,sparse_tail_2700_3000,1,10,-4.615384615384615,8.26898230594723,-7.692307692307692,8.108404256841997,-11.538461538461538,9.065471553673687,3.107848186646567,1.968717288631802,3.582438127761224,1.3957429752235115
contexts_within_seed,full_density,global_gate,adaptive decoder gate,FE_core,1,10,0.0,0.0,0.0,0.0,0.0,0.0,2.590288466962971,0.08770317937878362,-2.6104164981037874,0.08284422407712552
contexts_within_seed,full_density,global_gate,adaptive decoder gate,SE_core,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.08517309660924743,0.5263279216091575,-9.532349553099383,0.245825074394951
contexts_within_seed,full_density,global_gate,adaptive decoder gate,DEP_core,1,10,0.0,0.0,50.0,0.0,50.0,0.0,-21.80287134936428,0.7863887824758087,23.28842836662335,0.6688505831349121
contexts_within_seed,full_density,global_gate,adaptive decoder gate,feature_1620_core,1,10,15.0,24.1522945769824,50.0,0.0,50.0,0.0,-7.710907384189241,0.35513713924323814,-10.298292609066525,0.18291354849852529
contexts_within_seed,full_density,global_gate,adaptive decoder gate,peaks_equal_four_cores,2,10,18.75,8.838834764831844,35.0,11.486707293408518,40.0,15.36590742882148,-9.664864400973183,0.3011700552903925,,
contexts_within_seed,full_density,global_gate,adaptive decoder gate,continuum_equal_two_windows,2,10,7.041666666666667,2.2605206709304144,8.000000000000005,1.2850037229133755,6.166666666666657,0.6454972243679028,-1.1743740378658134,0.04653799792326464,,
contexts_within_seed,full_density,global_gate,adaptive decoder gate,overall,2,10,2.737556561085973,1.8176370397879615,1.5158371040723992,0.8333248022058095,2.5113122171945705,1.0310058431453635,-0.9532025651605794,0.1609191938297513,0.4870296356915686,0.02756846389415074
contexts_within_seed,full_density,global_gate,adaptive decoder gate,sparse_tail_2700_3000,2,10,-15.384615384615383,9.593993299420362,-20.76923076923077,8.919244682526196,-24.615384615384613,23.444368103922994,8.5531391075198,3.27816546273178,7.767441759566514,2.9716859891683747
